timestamp,event type,value,duration of event,
14:08:08.483,Viewed suggested questions (blue card) for:,Now that we have established that the H+ gradient is needed for ATP synthesis a question remains: How does the enzyme ATP synthase actually make ATP from ADP and Pi?,0.448,
14:08:08.931,Closed suggested questions (blue) card.,,29.577,
14:08:38.508,Created highlight:,ATP synthase is a molecular motor composed of two parts: the F0 unit a transmembrane region that is the H+ channel, and the F1 unit which contains the active sites for ATP synthesis,0.038
14:08:38.546,Viewed note card for:,ATP synthase is a molecular motor composed of two parts: the F0 unit a transmembrane region that is the H+ channel, and the F1 unit which contains the active sites for ATP synthesis,0.003
14:08:38.549,Viewed suggested questions (blue card) for:,ATP synthase is a molecular motor composed of two parts: the F0 unit a transmembrane region that is the H+ channel, and the F1 unit which contains the active sites for ATP synthesis,0.467
14:08:39.016,Closed suggested questions (blue) card.,,65.844,
14:09:44.860,App stopped.,,11.778,
14:09:56.638,Logging started.,,3.274,
14:09:59.912,App stopped.,,13.234,
14:10:13.146,Logging started.,,99.373,
14:11:52.519,Created highlight:,This allows them to complete the electron transport chain and produce ATP even in the absence of O2.,0.272,
14:11:52.791,Viewed note card for:,This allows them to complete the electron transport chain and produce ATP even in the absence of O2.,0.018,
14:11:52.809,Viewed suggested questions (blue card) for:,This allows them to complete the electron transport chain and produce ATP even in the absence of O2.,0.401,
14:11:53.210,Closed suggested questions (blue) card.,,0.032,
14:11:53.242,Viewed glossary popup:,Anaerobic-Respiration,4.167,
14:11:57.409,Viewed glossary popup:,Anaerobic-Respiration,131.031,
14:14:08.440,App stopped.,,42.493,
14:14:50.933,Logging started.,,54.41,
14:15:45.343,Created highlight:,The oxidation of reduced electron carriers in the respiratory chain drives the active transport of protons across the inner mitochondrial membrane generating a proton-motive force.,0.142,
14:15:45.485,Viewed note card for:,The oxidation of reduced electron carriers in the respiratory chain drives the active transport of protons across the inner mitochondrial membrane generating a proton-motive force.,0.012,
14:15:45.497,Viewed suggested questions (blue card) for:,The oxidation of reduced electron carriers in the respiratory chain drives the active transport of protons across the inner mitochondrial membrane generating a proton-motive force.,0.768,
14:15:46.265,Closed suggested questions (blue) card.,,14.971,
14:16:01.236,Created highlight:,Electron transport can form toxic intermediates,0.045,
14:16:01.281,Viewed note card for:,Electron transport can form toxic intermediates,0.003,
14:16:01.284,Viewed suggested questions (blue card) for:,Electron transport can form toxic intermediates,0.607,
14:16:01.891,Closed suggested questions (blue) card.,,41.937,
14:16:43.828,Open page:,chapter9-4,107.565,
14:18:31.393,Viewed glossary popup:,Alcohol-Fermentation,91.691,
14:20:03.084,Created highlight:, a small amount of ATP can be produced by glycolysis and fermentation.,0.04,
14:20:03.124,Viewed note card for:, a small amount of ATP can be produced by glycolysis and fermentation.,0.003,
14:20:03.127,Viewed suggested questions (blue card) for:, a small amount of ATP can be produced by glycolysis and fermentation.,0.812,
14:20:03.939,Closed suggested questions (blue) card.,,12.227,
14:20:16.166,Created highlight:,Like glycolysis fermentation pathways occur in the cytoplasm,0.037,
14:20:16.203,Viewed note card for:,Like glycolysis fermentation pathways occur in the cytoplasm,0.003,
14:20:16.206,Viewed suggested questions (blue card) for:,Like glycolysis fermentation pathways occur in the cytoplasm,0.9,
14:20:17.106,Closed suggested questions (blue) card.,,9.857,
14:20:26.963,Created highlight:,Lactic acid fermentation the end product of which is lactic acid,0.044,
14:20:27.007,Viewed note card for:,Lactic acid fermentation the end product of which is lactic acid,0.003,
14:20:27.010,Viewed suggested questions (blue card) for:,Lactic acid fermentation the end product of which is lactic acid,0.496,
14:20:27.506,Closed suggested questions (blue) card.,,0.032,
14:20:27.538,Viewed glossary popup:,Alcohol-Fermentation,5.439,
14:20:32.977,Created highlight:,Alcoholic fermentation the end product of which is ethyl alcohol,0.036,
14:20:33.013,Viewed note card for:,Alcoholic fermentation the end product of which is ethyl alcohol,0.003,
14:20:33.016,Viewed suggested questions (blue card) for:,Alcoholic fermentation the end product of which is ethyl alcohol,0.842,
14:20:33.858,Closed suggested questions (blue) card.,,12.976,
14:20:46.834,Viewed glossary popup:,Lactic-Acid-Fermentation,6.291,
14:20:53.125,Viewed glossary popup:,Alcohol-Fermentation,35.678,
14:21:28.803,Created highlight:,In lactic acid fermentation pyruvate serves as the electron acceptor and lactate is the product,0.04,
14:21:28.843,Viewed note card for:,In lactic acid fermentation pyruvate serves as the electron acceptor and lactate is the product,0.003,
14:21:28.846,Viewed suggested questions (blue card) for:,In lactic acid fermentation pyruvate serves as the electron acceptor and lactate is the product,0.377,
14:21:29.223,Closed suggested questions (blue) card.,,3.297,
14:21:32.520,Open image/cmap:,figure9-11,62.369,
14:22:34.889,Closed image/cmap.,,27.384,
14:23:02.273,Created highlight:,A notable example of lactic acid fermentation occurs in vertebrate muscle tissue.,0.042,
14:23:02.315,Viewed note card for:,A notable example of lactic acid fermentation occurs in vertebrate muscle tissue.,0.003,
14:23:02.318,Viewed suggested questions (blue card) for:,A notable example of lactic acid fermentation occurs in vertebrate muscle tissue.,30.873,
14:23:33.191,Closed suggested questions (blue) card.,,36.951,
14:24:10.142,Created highlight:,But in larger vertebrates such as humans the circulatory system is not up to the task of delivering enough O2 when the need is great such as during intense activity. At this point the muscle cells break down glycogen (a stored polysaccharide, see Figure 3.18) and undergo lactic acid fermentation,0.042
14:24:10.184,Viewed note card for:,But in larger vertebrates such as humans the circulatory system is not up to the task of delivering enough O2 when the need is great such as during intense activity. At this point the muscle cells break down glycogen (a stored polysaccharide, see Figure 3.18) and undergo lactic acid fermentation,0.002
14:24:10.186,Viewed suggested questions (blue card) for:,But in larger vertebrates such as humans the circulatory system is not up to the task of delivering enough O2 when the need is great such as during intense activity. At this point the muscle cells break down glycogen (a stored polysaccharide, see Figure 3.18) and undergo lactic acid fermentation,16.723
14:24:26.909,Closed suggested questions (blue) card.,,40.411,
14:25:07.320,Created highlight:,This affects cellular activities which return to normal upon resting,0.037,
14:25:07.357,Viewed note card for:,This affects cellular activities which return to normal upon resting,0.003,
14:25:07.360,Viewed suggested questions (blue card) for:,This affects cellular activities which return to normal upon resting,0.618,
14:25:07.978,Closed suggested questions (blue) card.,,0.032,
14:25:08.010,Viewed glossary popup:,Muscle,10.507,
14:25:18.517,Created highlight:,Lactate dehydrogenase the enzyme that catalyzes the fermentation reaction works in both directions,0.037,
14:25:18.554,Viewed note card for:,Lactate dehydrogenase the enzyme that catalyzes the fermentation reaction works in both directions,0.004,
14:25:18.558,Viewed suggested questions (blue card) for:,Lactate dehydrogenase the enzyme that catalyzes the fermentation reaction works in both directions,1.157,
14:25:19.715,Closed suggested questions (blue) card.,,40.838,
14:26:00.553,Created highlight:,Alcoholic fermentation takes place in certain yeasts (eukaryotic microbes) and some plant cells under anaerobic condition,0.04,
14:26:00.593,Viewed note card for:,Alcoholic fermentation takes place in certain yeasts (eukaryotic microbes) and some plant cells under anaerobic condition,0.003,
14:26:00.596,Viewed suggested questions (blue card) for:,Alcoholic fermentation takes place in certain yeasts (eukaryotic microbes) and some plant cells under anaerobic condition,0.328,
14:26:00.924,Closed suggested questions (blue) card.,,0.622,
14:26:01.546,Viewed glossary popup:,Alcohol-Fermentation,6.101,
14:26:07.647,Viewed glossary popup:,Lactic-Acid-Fermentation,4.621,
14:26:12.268,Viewed glossary popup:,Alcohol-Fermentation,47.953,
14:27:00.221,Viewed glossary popup:,Ethyl-Alcohol,0.959,
14:27:01.180,Viewed glossary popup:,Cell,8.221,
14:27:09.401,Created highlight:,pyruvate decarboxylase and alcohol dehydrogenase which metabolize pyruvate to ethanol ,0.035,
14:27:09.436,Viewed note card for:,pyruvate decarboxylase and alcohol dehydrogenase which metabolize pyruvate to ethanol ,0.003,
14:27:09.439,Viewed suggested questions (blue card) for:,pyruvate decarboxylase and alcohol dehydrogenase which metabolize pyruvate to ethanol ,2.038,
14:27:11.477,Closed suggested questions (blue) card.,,32.774,
14:27:44.251,Created highlight:,The cells use sugars from plant sources (glucose from grapes or maltose from barley) to produce the end product ethanol in wine and beer.,0.043,
14:27:44.294,Viewed note card for:,The cells use sugars from plant sources (glucose from grapes or maltose from barley) to produce the end product ethanol in wine and beer.,0.003,
14:27:44.297,Viewed suggested questions (blue card) for:,The cells use sugars from plant sources (glucose from grapes or maltose from barley) to produce the end product ethanol in wine and beer.,0.989,
14:27:45.286,Closed suggested questions (blue) card.,,17.189,
14:28:02.475,Created highlight:,For this reason most organisms existing in anaerobic environments are small microbes that grow relatively slowly.,0.038,
14:28:02.513,Viewed note card for:,For this reason most organisms existing in anaerobic environments are small microbes that grow relatively slowly.,0.002,
14:28:02.515,Viewed suggested questions (blue card) for:,For this reason most organisms existing in anaerobic environments are small microbes that grow relatively slowly.,0.971,
14:28:03.486,Closed suggested questions (blue) card.,,19.613,
14:28:23.099,Created highlight:,The total net energy yield from glycolysis plus fermentation is two molecules of ATP per molecule of glucose oxidized,0.041,
14:28:23.140,Viewed note card for:,The total net energy yield from glycolysis plus fermentation is two molecules of ATP per molecule of glucose oxidized,0.003,
14:28:23.143,Viewed suggested questions (blue card) for:,The total net energy yield from glycolysis plus fermentation is two molecules of ATP per molecule of glucose oxidized,108.795,
14:30:11.938,Closed suggested questions (blue) card.,,6.505,
14:30:18.443,Created highlight:,maximum,0.031,
14:30:18.474,Viewed note card for:,maximum,0.003,
14:30:18.477,Viewed suggested questions (blue card) for:,maximum,4.769,
14:30:23.246,Created highlight:,about 32 molecules of ATP (Figure 9.12).,0.036,
14:30:23.282,Closed suggested questions (blue) card.,,0.002,
14:30:23.284,Viewed note card for:,about 32 molecules of ATP (Figure 9.12).,0.002,
14:30:23.286,Viewed suggested questions (blue card) for:,about 32 molecules of ATP (Figure 9.12).,0.431,
14:30:23.717,Closed suggested questions (blue) card.,,15.127,
14:30:38.844,App stopped.,,151.976,
14:33:10.820,Logging started.,,25.431,
14:33:36.251,App stopped.,,61.187,
14:34:37.438,Logging started.,,15.994,
14:34:53.432,App stopped.,,2.105,
14:34:55.537,Logging started.,,24.284,
14:35:19.821,App stopped.,,311.616,
14:40:31.437,Logging started.,,13.632,
14:40:45.069,Viewed glossary popup:,Chemiosmosis,10.761,
14:40:55.830,Open image/cmap:,figure9-12,63.33,
14:41:59.160,Logging started.,,0.913,
14:42:00.073,Closed image/cmap.,,12.59,
14:42:12.663,Viewed glossary popup:,Glycolysis,9.506,
14:42:22.169,Created highlight:,Glycolysis and fermentation only partially oxidize glucose.,0.192,
14:42:22.361,Viewed note card for:,Glycolysis and fermentation only partially oxidize glucose.,0.017,
14:42:22.378,Viewed suggested questions (blue card) for:,Glycolysis and fermentation only partially oxidize glucose.,0.981,
14:42:23.359,Closed suggested questions (blue) card.,,16.775,
14:42:40.134,Created highlight:,In cellular respiration carriers (mostly NAD+) are reduced during pyruvate oxidation and the citric acid cycle.,0.039,
14:42:40.173,Viewed note card for:,In cellular respiration carriers (mostly NAD+) are reduced during pyruvate oxidation and the citric acid cycle.,0.003,
14:42:40.176,Viewed suggested questions (blue card) for:,In cellular respiration carriers (mostly NAD+) are reduced during pyruvate oxidation and the citric acid cycle.,4.46,
14:42:44.636,Closed suggested questions (blue) card.,,17.453,
14:43:02.089,Created highlight:,In an aerobic environment a cell or organism capable of aerobic metabolism will have the advantage over one that is limited to fermentation in terms of its ability to harvest chemical energy,0.037,
14:43:02.126,Viewed note card for:,In an aerobic environment a cell or organism capable of aerobic metabolism will have the advantage over one that is limited to fermentation in terms of its ability to harvest chemical energy,0.002,
14:43:02.128,Viewed suggested questions (blue card) for:,In an aerobic environment a cell or organism capable of aerobic metabolism will have the advantage over one that is limited to fermentation in terms of its ability to harvest chemical energy,3.051,
14:43:05.179,Closed suggested questions (blue) card.,,24.727,
14:43:29.906,Created highlight:,About 32 ATP are produced from the oxidation of one molecule of glucose to CO2. ,0.038,
14:43:29.944,Viewed note card for:,About 32 ATP are produced from the oxidation of one molecule of glucose to CO2. ,0.003,
14:43:29.947,Viewed suggested questions (blue card) for:,About 32 ATP are produced from the oxidation of one molecule of glucose to CO2. ,0.899,
14:43:30.846,Closed suggested questions (blue) card.,,49.065,
14:44:19.911,Created highlight:,impermeable to NADH and a “toll” of one ATP must be paid for each NADH molecule produced in glycolysis that must be “shuttled” into the mitochondrial matrix. So in these organisms the net yield of ATP is 30.,0.035,
14:44:19.946,Viewed note card for:,impermeable to NADH and a “toll” of one ATP must be paid for each NADH molecule produced in glycolysis that must be “shuttled” into the mitochondrial matrix. So in these organisms the net yield of ATP is 30.,0.003,
14:44:19.949,Viewed suggested questions (blue card) for:,impermeable to NADH and a “toll” of one ATP must be paid for each NADH molecule produced in glycolysis that must be “shuttled” into the mitochondrial matrix. So in these organisms the net yield of ATP is 30.,0.712,
14:44:20.661,Closed suggested questions (blue) card.,,26.223,
14:44:46.884,Created highlight:,The electrons flow from FADH2 into the electron transport chain via ubiquinone (Q) (see,0.045,
14:44:46.929,Viewed note card for:,The electrons flow from FADH2 into the electron transport chain via ubiquinone (Q) (see,0.003,
14:44:46.932,Viewed suggested questions (blue card) for:,The electrons flow from FADH2 into the electron transport chain via ubiquinone (Q) (see,0.769,
14:44:47.701,Closed suggested questions (blue) card.,,86.731,
14:46:14.432,Viewed glossary popup:,NADH,22.937,
14:46:37.369,Viewed glossary popup:,Electron-Transport-Chain,1.162,
14:46:38.531,Viewed note card for:,The electrons flow from FADH2 into the electron transport chain via ubiquinone (Q) (see,1.16,
14:46:39.691,Viewed suggested questions (blue card) for:,The electrons flow from FADH2 into the electron transport chain via ubiquinone (Q) (see,7.164,
14:46:46.855,Closed suggested questions (blue) card.,,53.037,
14:47:39.892,App stopped.,,60.537,
14:48:40.429,Logging started.,,2.117,
14:48:42.546,Open image/cmap:,figure9-12,2.673,
14:48:45.219,Closed image/cmap.,,2.419,
14:48:47.638,App stopped.,,0,
